Date,Open,High,Low,Close,Volume,Adj Close
2012-01-03,409.39996,412.5,409.0,411.22997999999995,75555200,55.413619999999995
2012-01-04,410.0,414.68002,409.28,413.44,65005500,55.71143000000001
2012-01-05,414.94998,418.55002,412.67004,418.03,67817400,56.329930000000004
2012-01-06,419.76999000000006,422.75003,419.21997000000005,422.40002000000004,79573200,56.9188
2012-01-09,425.49997,427.74997,421.35000999999994,421.72997999999995,98506100,56.828509999999994
2012-01-10,425.91003,425.99997,421.50003,423.24002,64549100,57.03199
2012-01-11,422.67999000000003,422.84997999999996,419.31,422.55002,53771200,56.939009999999996
2012-01-12,422.27997,422.90002000000004,418.75,421.38998,53146800,56.78269
2012-01-13,419.69998,420.45000999999996,418.66,419.81,56505400,56.569790000000005
2012-01-17,424.19998,425.98995999999994,422.96002000000004,424.70000999999996,60724300,57.228719999999996
2012-01-18,426.96002000000004,429.47003,426.30002,429.11002,69197800,57.82297
2012-01-19,430.14999000000006,431.37003,426.51000999999997,427.74997,65434600,57.63971
2012-01-20,427.48999000000003,427.5,419.75003,420.30002,103493600,56.63581
2012-01-23,422.67001,428.44998,422.29999000000004,427.41,76515600,57.59389
2012-01-24,425.09997999999996,425.09997999999996,419.54999000000004,420.41,136909500,56.65064
2012-01-25,454.44,454.45000999999996,443.72997999999995,446.66,239578500,60.18785
2012-01-26,448.36002,448.79004000000003,443.13995,444.63,80996300,59.9143
2012-01-27,444.33997,448.48000999999994,443.76995999999997,447.27997,74927300,60.271390000000004
2012-01-30,445.71002000000004,453.89999000000006,445.38998,453.01000999999997,94835300,61.043519999999994
2012-01-31,455.59002999999996,458.24002,453.07000999999997,456.48004000000003,97920900,61.511109999999995
2012-02-01,458.40997000000004,458.98999000000003,455.54999000000004,456.19,67511500,61.47201999999999
2012-02-02,455.89999000000006,457.16998,453.98000999999994,455.12,46699100,61.32784
2012-02-03,457.29999000000004,460.0,455.56,459.67999000000003,71649900,61.94231
2012-02-06,458.38,464.97997999999995,458.19995,463.97003,62353200,62.52039
2012-02-07,465.25,469.74997,464.57999,468.82995999999997,79055900,63.17527
2012-02-08,470.5,476.79004000000003,469.69998,476.67995999999994,101972500,64.23307
2012-02-09,480.76000999999997,496.75,480.56,493.17001,221053700,66.45512
2012-02-10,490.95995999999997,497.62,488.55005,493.41998,157825500,66.4888
2012-02-13,499.53,503.82995999999997,497.09002999999996,502.60004000000004,129304000,67.72582
2012-02-14,504.66003,509.56003,502.0,509.45999000000006,115099600,68.65021
2012-02-15,514.26001,526.2900400000001,496.89005,497.66998,376530000,67.06149
2012-02-16,491.5,504.88995,486.63,502.21005,236138000,67.67327
2012-02-17,503.11005,507.76995999999997,500.29999000000004,502.12,133951300,67.66114
2012-02-21,506.88,514.85004,504.12,514.85004,151398800,69.37652
2012-02-22,513.08002,515.49005,509.07000999999997,513.03998,120825600,69.13261
2012-02-23,515.08002,517.8299599999999,509.5,516.38995,142006900,69.58403
2012-02-24,519.66998,522.89996,518.64001,522.40997,103768000,70.39523
2012-02-27,521.3100599999999,528.5,516.28003,525.75995,136895500,70.84664000000001
2012-02-28,527.96002,535.40997,525.84998,535.40997,150096800,72.14699
2012-02-29,541.55994,547.61005,535.7000099999999,542.44,238002800,73.0943
2012-03-01,548.16998,548.2099599999999,538.76996,544.47003,170817500,73.36784
2012-03-02,544.23999,546.80005,542.52002,545.1799900000001,107928100,73.46351
2012-03-05,545.41998,547.48004,526.0,533.15997,202281100,71.8438
2012-03-06,523.65997,533.69,516.21997,530.26001,202559700,71.45303
2012-03-07,536.79993,537.77997,523.2999900000001,530.69,199630200,71.51097
2012-03-08,534.69006,542.98999,532.12,541.98999,129114300,73.03365
2012-03-09,544.21008,547.73999,543.10999,545.1700400000001,104729800,73.46217
2012-03-12,548.97998,552.0,547.0,552.0,101820600,74.38251
2012-03-13,557.53998,568.1799900000001,555.75,568.09998,172713800,76.55199999999999
2012-03-14,578.0499900000001,594.71997,575.39996,589.5799599999999,354711000,79.44645
2012-03-15,599.60999,600.01001,578.5499900000001,585.56,289929500,78.90475
2012-03-16,584.72003,589.2000099999999,578.0,585.57007,206371900,78.90611
