Date,Open,High,Low,Close,Volume,Adjusted Close
2004-01-02,10452.7,10527.0,10384.3,10409.9,1688900.0,10409.9
2004-01-05,10411.9,10544.1,10411.9,10544.1,2212900.0,10544.1
2004-01-06,10543.9,10549.2,10499.9,10538.7,1914600.0,10538.7
2004-01-07,10535.5,10539.5,10466.3,10529.0,2254900.0,10529.0
2004-01-08,10530.1,10592.6,10530.1,10592.4,2377700.0,10592.4
2004-01-09,10589.3,10589.3,10448.7,10458.9,2232500.0,10458.9
2004-01-12,10461.6,10491.6,10444.2,10485.2,1979600.0,10485.2
2004-01-13,10485.2,10509.9,10367.4,10427.2,1973100.0,10427.2
2004-01-14,10428.7,10548.5,10428.7,10538.4,1862800.0,10538.4
2004-01-15,10534.5,10592.7,10477.2,10553.9,2600900.0,10553.9
2004-01-16,10556.4,10600.7,10542.5,10600.5,2541700.0,10600.5
2004-01-20,10601.4,10617.0,10519.5,10528.7,2243000.0,10528.7
2004-01-21,10522.8,10643.6,10491.0,10623.6,2149200.0,10623.6
2004-01-22,10624.2,10660.9,10607.4,10623.2,2197200.0,10623.2
2004-01-23,10625.3,10643.5,10523.9,10568.3,2342600.0,10568.3
2004-01-26,10568.0,10705.2,10561.9,10702.5,1861700.0,10702.5
2004-01-27,10701.1,10701.8,10609.9,10609.9,2065600.0,10609.9
2004-01-28,10610.1,10658.4,10437.8,10468.4,2476600.0,10468.4
2004-01-29,10467.4,10522.6,10417.9,10510.3,2739700.0,10510.3
2004-01-30,10510.2,10510.8,10439.0,10488.1,2089900.0,10488.1
2004-02-02,10487.8,10569.0,10434.7,10499.2,2248000.0,10499.2
2004-02-03,10499.5,10529.0,10457.1,10505.2,1838100.0,10505.2
2004-02-04,10503.1,10524.2,10447.2,10470.7,2277600.0,10470.7
2004-02-05,10469.3,10522.5,10453.6,10495.6,1878100.0,10495.6
2004-02-06,10494.9,10593.4,10464.5,10593.0,1828800.0,10593.0
2004-02-09,10592.0,10618.5,10564.4,10579.0,1607200.0,10579.0
2004-02-10,10578.7,10626.7,10559.3,10613.9,1605900.0,10613.9
2004-02-11,10605.5,10746.9,10572.6,10737.7,2778500.0,10737.7
2004-02-12,10735.2,10735.3,10688.4,10694.1,1975600.0,10694.1
2004-02-13,10696.2,10734.7,10604.1,10627.9,2083400.0,10627.9
2004-02-17,10628.9,10735.3,10628.7,10714.9,1697300.0,10714.9
2004-02-18,10706.7,10720.5,10647.0,10672.0,1643700.0,10672.0
2004-02-19,10674.6,10753.6,10656.6,10664.7,2198900.0,10664.7
2004-02-20,10666.3,10688.2,10580.7,10619.0,2205600.0,10619.0
2004-02-23,10619.6,10645.0,10560.4,10609.6,2299500.0,10609.6
2004-02-24,10609.6,10637.1,10521.7,10566.4,2256700.0,10566.4
2004-02-25,10566.6,10615.6,10560.1,10601.6,1924200.0,10601.6
2004-02-26,10598.1,10612.1,10539.3,10580.1,2232300.0,10580.1
2004-02-27,10581.6,10652.4,10563.6,10583.9,2000500.0,10583.9
2004-03-01,10582.3,10695.6,10582.2,10678.1,1850300.0,10678.1
2004-03-02,10678.4,10678.4,10568.9,10591.5,2155800.0,10591.5
2004-03-03,10588.6,10610.0,10550.1,10593.1,1888000.0,10593.1
2004-03-04,10593.5,10603.3,10562.7,10588.0,1610500.0,10588.0
2004-03-05,10582.6,10651.3,10524.6,10595.6,2235500.0,10595.6
2004-03-08,10595.4,10634.3,10526.9,10529.5,1993000.0,10529.5
2004-03-09,10529.5,10529.7,10424.1,10457.0,2462700.0,10457.0
2004-03-10,10457.6,10473.9,10284.7,10296.9,2590000.0,10296.9
2004-03-11,10288.9,10321.4,10120.4,10128.4,2920500.0,10128.4
2004-03-12,10130.7,10241.2,10130.7,10240.1,2233500.0,10240.1
2004-03-15,10238.5,10241.1,10092.5,10102.9,2191500.0,10102.9
2004-03-16,10103.4,10221.1,10103.4,10184.7,1945600.0,10184.7
2004-03-17,10184.7,10326.5,10184.3,10300.3,1812100.0,10300.3
2004-03-18,10299.0,10328.8,10214.2,10295.8,2188200.0,10295.8
2004-03-19,10295.9,10314.6,10182.6,10186.6,2615900.0,10186.6
2004-03-22,10185.9,10186.2,10012.2,10064.8,2489300.0,10064.8
2004-03-23,10066.7,10131.4,10047.4,10063.6,2152600.0,10063.6
2004-03-24,10065.4,10108.2,10007.5,10048.2,2243100.0,10048.2
2004-03-25,10049.6,10226.1,10049.5,10218.8,2164200.0,10218.8
2004-03-26,10218.4,10271.8,10181.0,10213.0,1988300.0,10213.0
2004-03-29,10212.9,10350.5,10212.9,10329.6,1971500.0,10329.6
2004-03-30,10327.6,10387.3,10306.2,10381.7,1890600.0,10381.7
2004-03-31,10380.9,10401.7,10314.9,10357.7,2074000.0,10357.7
2004-04-01,10357.5,10419.0,10342.6,10373.3,2186600.0,10373.3
2004-04-02,10375.3,10496.4,10375.3,10470.6,2430700.0,10470.6
2004-04-05,10470.6,10558.7,10465.6,10558.4,1821300.0,10558.4
2004-04-06,10553.8,10570.8,10505.1,10570.8,1757200.0,10570.8
2004-04-07,10569.3,10569.3,10465.3,10480.2,2180400.0,10480.2
2004-04-08,10482.8,10554.1,10393.9,10442.0,1877300.0,10442.0
2004-04-12,10444.4,10526.3,10443.8,10515.6,1421900.0,10515.6
2004-04-13,10516.1,10552.6,10362.0,10381.3,2025400.0,10381.3
2004-04-14,10378.1,10415.3,10322.9,10378.0,2304600.0,10378.0
2004-04-15,10378.0,10430.6,10322.2,10397.5,2628800.0,10397.5
2004-04-16,10398.3,10460.1,10376.4,10452.0,2346600.0,10452.0
2004-04-19,10451.6,10451.8,10399.5,10437.9,1733400.0,10437.9
2004-04-20,10437.9,10487.7,10313.6,10314.5,2047100.0,10314.5
2004-04-21,10311.9,10332.9,10250.5,10317.3,2326300.0,10317.3
2004-04-22,10315.0,10496.6,10292.3,10461.2,2657400.0,10461.2
2004-04-23,10463.1,10482.9,10410.6,10472.8,2770700.0,10472.8
2004-04-26,10472.9,10512.8,10418.1,10444.7,1830400.0,10444.7
2004-04-27,10445.4,10537.4,10441.8,10478.2,2134100.0,10478.2
2004-04-28,10476.7,10477.0,10333.9,10342.6,2320900.0,10342.6
2004-04-29,10339.4,10408.0,10219.2,10272.3,2318800.0,10272.3
2004-04-30,10273.1,10333.9,10225.6,10225.6,2180100.0,10225.6
2004-05-03,10227.3,10329.1,10227.1,10314.0,1988300.0,10314.0
2004-05-04,10314.3,10386.3,10266.2,10317.2,2080200.0,10317.2
2004-05-05,10317.0,10348.4,10291.1,10311.0,1721700.0,10311.0
2004-05-06,10308.2,10308.2,10170.5,10241.3,2026900.0,10241.3
2004-05-07,10240.6,10272.0,10114.9,10117.3,2281400.0,10117.3
2004-05-10,10116.3,10116.3,9932.7,9990.0,2721300.0,9990.0
2004-05-11,9989.2,10038.4,9974.1,10019.5,2236500.0,10019.5
2004-05-12,10011.5,10048.2,9852.2,10045.2,2464100.0,10045.2
2004-05-13,10044.3,10074.1,9970.9,10010.7,2153000.0,10010.7
2004-05-14,10008.4,10065.7,9938.4,10012.9,1751800.0,10012.9
2004-05-17,10009.9,10009.9,9862.8,9906.9,1996600.0,9906.9
2004-05-18,9906.7,9987.0,9906.6,9968.5,1917700.0,9968.5
2004-05-19,9962.6,10093.2,9933.1,9937.7,2274200.0,9937.7
2004-05-20,9939.1,9970.6,9900.6,9937.6,1555700.0,9937.6
2004-05-21,9939.3,10036.8,9939.3,9966.7,1809800.0,9966.7
2004-05-24,9968.0,10045.5,9927.1,9958.4,1870000.0,9958.4
2004-05-25,9958.1,10121.7,9915.9,10117.6,2139500.0,10117.6
2004-05-26,10116.8,10128.8,10077.8,10109.9,1717000.0,10109.9
2004-05-27,10109.9,10222.2,10109.9,10205.2,1866700.0,10205.2
2004-05-28,10205.8,10216.6,10172.8,10188.5,1595600.0,10188.5
2004-06-01,10187.2,10214.6,10134.9,10202.7,1665900.0,10202.7
2004-06-02,10199.8,10288.8,10197.1,10263.0,1835400.0,10263.0
2004-06-03,10261.9,10281.9,10193.8,10195.9,1628400.0,10195.9
2004-06-04,10196.8,10302.1,10196.7,10242.8,1611900.0,10242.8
2004-06-07,10243.3,10391.2,10243.3,10391.1,1724900.0,10391.1
2004-06-08,10389.4,10432.8,10353.1,10432.5,1702200.0,10432.5
2004-06-09,10431.1,10431.3,10365.0,10368.4,1750900.0,10368.4
2004-06-10,10367.8,10411.0,10367.8,10410.1,1540900.0,10410.1
2004-06-14,10401.2,10401.3,10307.1,10334.7,1665300.0,10334.7
2004-06-15,10336.5,10428.1,10336.5,10380.4,2237800.0,10380.4
2004-06-16,10380.2,10393.4,10355.5,10379.6,1530200.0,10379.6
2004-06-17,10378.6,10390.0,10338.1,10377.5,1698200.0,10377.5
2004-06-18,10375.8,10437.9,10358.0,10416.4,3006800.0,10416.4
2004-06-21,10417.8,10440.1,10363.4,10371.5,1753000.0,10371.5
2004-06-22,10370.2,10401.2,10307.3,10395.1,2034700.0,10395.1
2004-06-23,10395.1,10498.7,10323.3,10479.6,2107700.0,10479.6
2004-06-24,10477.4,10487.5,10433.6,10443.8,2143300.0,10443.8
2004-06-25,10444.2,10487.5,10369.9,10371.8,3082500.0,10371.8
2004-06-28,10377.5,10464.4,10337.7,10357.1,2311000.0,10357.1
2004-06-29,10356.4,10429.1,10341.7,10413.4,1802100.0,10413.4
2004-06-30,10413.4,10471.2,10375.7,10435.5,2278000.0,10435.5
2004-07-01,10434.0,10448.1,10274.5,10334.2,2349000.0,10334.2
2004-07-02,10334.0,10334.1,10264.9,10282.8,1466000.0,10282.8
2004-07-06,10280.3,10280.3,10191.4,10219.3,1800700.0,10219.3
2004-07-07,10211.9,10266.6,10199.3,10240.3,1799400.0,10240.3
2004-07-08,10238.5,10263.7,10166.3,10171.6,1817900.0,10171.6
2004-07-09,10173.1,10239.3,10173.1,10213.2,1612300.0,10213.2
2004-07-12,10211.8,10257.1,10162.2,10238.2,1555200.0,10238.2
2004-07-13,10238.4,10257.1,10230.6,10247.6,1606300.0,10247.6
2004-07-14,10232.8,10286.9,10172.4,10208.8,2989000.0,10208.8
2004-07-15,10208.2,10235.7,10162.9,10163.2,2319300.0,10163.2
2004-07-16,10162.3,10238.4,10135.1,10139.8,2673100.0,10139.8
2004-07-19,10141.0,10148.6,10063.3,10094.1,1983800.0,10094.1
2004-07-20,10094.4,10155.6,10072.7,10149.1,1976400.0,10149.1
2004-07-21,10156.3,10237.1,10045.6,10046.1,2775700.0,10046.1
2004-07-22,10047.6,10073.5,9946.9,10050.3,2478700.0,10050.3
2004-07-23,10045.5,10045.5,9931.8,9962.2,2385400.0,9962.2
2004-07-26,9964.7,10003.8,9913.9,9961.9,2212400.0,9961.9
2004-07-27,9963.5,10103.1,9963.5,10085.1,2362700.0,10085.1
2004-07-28,10084.0,10146.9,9994.2,10117.1,2235600.0,10117.1
2004-07-29,10115.5,10163.0,10084.8,10129.2,2150500.0,10129.2
2004-07-30,10129.1,10149.7,10086.3,10139.7,1972400.0,10139.7
2004-08-02,10138.5,10203.6,10101.4,10179.2,1773300.0,10179.2
2004-08-03,10178.3,10178.3,10102.8,10120.2,1908800.0,10120.2
2004-08-04,10118.0,10162.4,10068.1,10126.5,1574300.0,10126.5
2004-08-05,10127.1,10129.1,9955.7,9963.0,1782500.0,9963.0
2004-08-06,9960.7,9960.7,9793.1,9815.3,2158700.0,9815.3
2004-08-09,9816.1,9858.7,9811.1,9814.7,1483200.0,9814.7
2004-08-10,9815.6,9944.7,9815.5,9944.7,1675900.0,9944.7
2004-08-11,9931.2,9954.2,9841.4,9938.3,1829200.0,9938.3
2004-08-12,9936.5,9936.5,9808.5,9814.6,2480900.0,9814.6
2004-08-13,9814.1,9854.9,9783.9,9825.4,1825900.0,9825.4
2004-08-16,9825.4,9967.1,9825.4,9954.6,1763900.0,9954.6
2004-08-17,9955.5,10023.9,9952.1,9972.8,1861200.0,9972.8
2004-08-18,9964.2,10083.2,9934.1,10083.2,1871500.0,10083.2
2004-08-19,10082.8,10082.8,9989.9,10040.8,1627800.0,10040.8
2004-08-20,10040.8,10126.9,10012.5,10110.1,1750000.0,10110.1
2004-08-23,10111.1,10131.1,10068.0,10073.1,1445000.0,10073.1
2004-08-24,10074.9,10146.8,10062.1,10098.6,1430500.0,10098.6
2004-08-25,10098.5,10199.2,10068.1,10181.7,1725700.0,10181.7
2004-08-26,10181.1,10193.5,10155.9,10173.4,1319600.0,10173.4
2004-08-27,10174.1,10211.3,10166.7,10195.0,1145800.0,10195.0
2004-08-30,10193.8,10196.8,10122.5,10122.5,1148500.0,10122.5
2004-08-31,10122.0,10173.9,10074.2,10173.9,1635800.0,10173.9
2004-09-01,10170.1,10208.3,10110.7,10168.5,1719500.0,10168.5
2004-09-02,10168.4,10301.5,10162.1,10290.3,1812000.0,10290.3
2004-09-03,10277.8,10321.8,10260.2,10260.2,2156700.0,10260.2
2004-09-07,10261.5,10363.4,10261.5,10342.8,2045300.0,10342.8
2004-09-08,10342.4,10361.2,10305.2,10313.4,2222200.0,10313.4
2004-09-09,10314.7,10337.3,10269.5,10289.1,2231600.0,10289.1
2004-09-10,10289.5,10321.9,10237.8,10313.1,2175800.0,10313.1
2004-09-13,10306.7,10348.4,10292.6,10314.8,2032000.0,10314.8
2004-09-14,10315.1,10340.1,10303.4,10318.2,1861800.0,10318.2
2004-09-15,10316.9,10317.1,10228.8,10231.4,2037400.0,10231.4
2004-09-16,10231.6,10281.9,10228.6,10244.5,1732400.0,10244.5
2004-09-17,10245.8,10314.8,10245.7,10284.5,2958800.0,10284.5
2004-09-20,10283.9,10283.9,10187.2,10204.9,2223600.0,10204.9
2004-09-21,10204.5,10270.5,10200.3,10244.9,2238400.0,10244.9
2004-09-22,10244.1,10244.1,10097.4,10109.2,2403900.0,10109.2
2004-09-23,10108.3,10108.7,10031.2,10038.9,2226200.0,10038.9
2004-09-24,10039.4,10081.3,10034.9,10047.2,2040600.0,10047.2
